,PublishDate,Tweets,CleanedTweet
191,4/17/20 23:43,This is about right. #coronavirus,[]
192,4/17/20 23:43,"It looks like we are not alone in wanting to #ReOpenCalifornia. Huntington Beach, you have been heard. Coronavirus will NOT last forever and Americans are ready to get back to work! #LiberateCalifornia",['work']
193,4/17/20 12:02,"UPDATE: Saudi grand mufti: Ramadan night, Eid prayers to be done at home amid coronavirus https://aje.io/x9b6y","['update', 'night', 'prayer', 'home']"
194,4/16/20 23:55,Yep @MittRomney is a task force of one - the lone member of the Task Force to open a can of tuna: Romney is only GOP senator not on new White House coronavirus task force,"['task', 'force', 'member', 'task', 'force', 'romney', 'task', 'force']"
195,4/16/20 23:52,"Every day, the US tests more people for the coronavirus. But every day, the same portion of tests—about 20% of them—come back positive. That’s worrying, experts say: It means we’re still failing to test many, many cases. New, from @alexismadrigal and me:","['day', 'test', 'people', 'day', 'portion', 'test', 'expert', 'test', 'case']"
196,4/16/20 23:52,"BREAKING: according to reports out of Israel, President Trump sent an urgent national security notice to Israel about the coronavirus outbreak, in November! Yes, 3-months before he was telling Americans that it was no big deal, he was warning Israel! #CoronavirusLiar","['report', 'security', 'notice', 'deal', 'coronavirusliar']"
197,4/16/20 23:52,"If Coronavirus don’t take u out, can I ? ",[]
198,4/16/20 23:52,Keep an eye on your pet Dogs #veterinarian #vaccinations especially #coronavirus be aware stay safe &amp; use blockchain to record all Dogs life Data #dogs #dogdata #mydogdata #ai #coronadogvaccinationblockchain #veterinarianvaccinations #veterinarysurgeon #blockchaintechnology,"['eye', 'dogs', 'vaccination', 'use', 'record', 'dogs', 'life', 'veterinarianvaccination']"
199,4/16/20 23:50,"https://www.bbc.com/news/av/uk-england-birmingham-52300941/nursing-staff-applaud-106-year-old-coronavirus-survivor Here's some joy and PROOF that this SCAM-DEMIC I mean PANDEMIC isn't as FEARFUL as PEOPLE might think it is and CAN BE BEATEN, wash your hands, use hand santizer and GET BACK to LIVING PEOPLE @Poli_Blu_Muslim @Franktmcveety @DawsonMdhoust @bill81487775","['joy', 'proof', 'scam', 'people', 'hand', 'use', 'hand', 'people']"
200,4/16/20 23:50,"14 city governments say President Trump's campaign owes them a collective $1.82M worth of public safety-related debt connected to his ""Make America Great Again"" rallies. ""During this crisis, that loss is even more pronounced,"" Minneapolis Mayor Frey says. https://nbcnews.to/3cjoH3Y","['city', 'government', 'campaign', 'safety', 'debt', 'crisis', 'loss']"
201,4/16/20 23:47,.@jheil with his trademark unrelenting attention to detail uses Trump's own words to hang him for his failure to protect the nation from Coronavirus. Trump isn't responsible for the virus but he should be held accountable for his conduct.,"['trademark', 'attention', 'detail', 'use', 'word', 'failure', 'nation', 'virus', 'conduct']"
202,4/16/20 23:47,"For Illinois,and its political class running the worst managed state in the U.S. will blaming #coronavirus for decades of mismanagement work? No ","['class', 'state', 'blame', 'decade', 'mismanagement', 'work']"
203,4/16/20 23:46,Romney is only GOP senator not on new White House coronavirus task force http://hill.cm/JRQyofE,"['romney', 'task', 'force']"
204,4/16/20 23:46,"Guatemalan officials on Thursday said that on a single flight of deportees this week, 44 of 76 passengers tested positive for the coronavirus. The country will no longer accept deportees from the U.S., one official said, “until further notice.” https://wapo.st/3ahr0Dp","['flight', 'week', 'passenger', 'test', 'country', 'notice']"
205,4/16/20 23:44,Essential workers are the backbone of our nation's response to coronavirus. They put their lives on the line every day. Our next coronavirus relief package must close these loopholes to protect their health and financial security.,"['worker', 'backbone', 'nation', 'response', 'life', 'line', 'day', 'relief', 'package', 'loophole', 'health', 'security']"
206,4/16/20 23:43,Breaking. Israel is reporting Trumps administration reached out to them in November about a imminent pandemic called coronavirus. Trump alerted Israel before United States. Trump only kept it silent due to re-election and stock market.,"['report', 'administration', 'call', 'states', 'election', 'stock', 'market']"
207,4/16/20 23:42,Help us get our #CoronavirusLiar ad on CNN and Fox News here:,"['help', 'coronavirusliar', 'ad', 'news']"
208,4/16/20 23:42,"Trudeau has got to be a Manchurian candidate. He gave $1M to the same communist virology lab that many believe engineered the Wuhan virus as a biological weapon. Yes, the commie lab known to research & test viruses for bio-warfare. #TrudeauForTreason","['candidate', 'lab', 'virus', 'lab', 'research', 'test', 'virus']"
209,4/16/20 23:42,Coronavirus social distancing has my kids aging backwards.,"['kid', 'age']"
210,4/16/20 23:41,"NEW: A church in Idaho is weighing its options after @Google suspended its app for being insensitive. The tech giant refuses to reinstate them until they stop talking about COVID-19. ""We believe this is censorship, and wrong-headed,"" the pastor said.","['church', 'option', 'talk', 'censorship', 'head']"
211,4/16/20 23:41,Keep Calm and Carry on Voting: How to Vote By Mail During the Coronavirus Outbreak https://www.aclu.org/news/voting-rights/keep-calm-and-carry-on-voting-how-to-vote-by-mail-during-the-coronavirus-outbreak/,"['voting', 'vote', 'mail']"
212,4/16/20 23:40,"I donated $100 of my #StimulusPayment to the @CrookedMedia #Coronavirus Relief Fund, which goes to organizations supporting the most vulnerable groups impacted by the pandemic. Please consider donating too: ","['relief', 'support', 'group', 'impact']"
213,4/16/20 23:40,"Coronavirus (COVID-19): Uttar Chief Minister Yogi Adityanath on Thursday ordered attachment of properties of people involved in the attack, if they fail to pay for the damage to public property. ","['order', 'attachment', 'property', 'people', 'attack', 'damage', 'property']"
214,4/16/20 23:59,Texas Republicans Have Spectacularly Failed the Coronavirus Test,['test']
215,4/16/20 23:59,Ivanka Trump traveled to New Jersey to celebrate Passover despite coronavirus guidelines https://cnn.it/2Vdd8ps,"['travel', 'guidelines']"
216,4/16/20 23:59,"Korean War: 33,686 Americans die in three years. Coronavirus: 34,580 Americans die in three months. Fox News: It's not that bad. Time to reopen the country.","['war', 'year', 'month', 'news', 'time', 'country']"
217,4/16/20 23:58,Atrium Rolls Out Mobile Health Units for Coronavirus Testing #HealthEquity @epflcswccm @1of2vics @bradlerner @judibachay @AsieduEdmund @StuckonSW @PKanagaratnam @Travel_MSW @WellBeingTrust,"['rolls', 'health', 'units', 'testing', 'healthequity', '@1of2vics']"
218,4/16/20 23:57,"Garrett and his friends during the coronavirus stay at home order circa April 16, 2020. ","['friend', 'home', 'order']"
219,4/16/20 23:52,Rutgers cured tubercolosis and now they’re preventing health care workers from being exposed to the coronavirus with saliva based self testing like ugh BITCH THATS MY SCHOOL! WERK BITCH,"['tubercolosis', 'health', 'care', 'worker', 'self', 'testing', 'bitch', 'school', 'bitch']"
220,4/16/20 23:50,“KAYAMANAN” Acrylic 20x30,[]
221,4/16/20 23:49,Just found out that ‘Our Barrie’ - the beloved caretaker from Saddleworth School has passed away today from the coronavirus. Barrie made every feel loved and smile. Fly high Barrie,"['caretaker', 'school', 'today']"
222,4/16/20 23:47,This is major. Oxford University believes it could have a coronavirus vaccine set by the Fall. That would change the world.,"['university', 'vaccine', 'set', 'change', 'world']"
223,4/16/20 23:47,Bellevue Hospital nurse who recently recovered from the coronavirus was attacked on her way to work when 15 thugs badly beat her and ran off with her purse.,"['hospital', 'attack', 'way', 'work', 'purse']"
224,4/16/20 23:43,"The U.S. and South Korea confirmed their first #coronavirus patients on the same day. Here’s how South Korea contained its outbreak, while cases of new infections in the U.S. have soared. ","['day', 'case', 'infection']"
225,4/16/20 23:43,"Communist China has been lying to us from the start, and their response to the #Coronavirus has only further confirmed that. It’s time Americans start focusing on buying American goods and bringing jobs back to America. We can’t keep giving China any more advantages over us. ","['response', 'time', 'job', 'advantage']"
226,4/16/20 23:42,"Sixth, none of us is safe until all of us are safe. Viruses don’t need visas. Even if we totally eradicate the coronavirus at home, there’s a major risk of it returning unless it's eradicated everywhere. We need a global response to defeat this global pandemic. 9/11","['none', 'virus', 'home', 'risk', 'return', 'response', 'defeat']"
227,4/16/20 23:40,Bill de Blasio’s NYC budget is still in denial about coronavirus’ economic impact https://trib.al/ZnhHhzn,"['blasio', 'budget', 'impact']"
228,4/16/20 23:39,".@KamalaHarris is right. We need plan to attack the structural racism &amp; institutional inequality underlying #COVID’s disproportionate impact on communities of color. Must include environmental justice, economic justice, voting rights &amp; educational justice.","['plan', 'attack', 'racism', 'inequality', 'impact', 'community', 'color', 'voting', 'rights']"
229,4/16/20 23:37,Staff members in the COVID-19 unit at Scripps Memorial Hospital Encinitas gathered this week to cheer the departure of a very special patient. This 73-year-old woman became the first coronavirus patient at the hospital to be discharged after going on a ventilator,"['staff', 'member', 'unit', 'hospital', 'week', 'departure', 'woman', 'hospital', 'ventilator']"
230,4/16/20 23:37,"South Dakota’s great Governor @KristiNoem has refused to shut down her state and her economy, despite pressure from the left and the mainstream media. South Dakota only has 6 Coronavirus deaths. Way to stay strong Governor!","['state', 'economy', 'pressure', 'mainstream', 'death', 'way']"
231,4/16/20 23:36,"If Donald Trump were a real leader. One who cared about his people. He would stop these idiotic the Coronavirus protests like we've seen in OH, MI, PA, NH These are his supporters Is he afraid they won't listen or does he really want the chaos and contamination? #CoronavirusLiar","['leader', 'care', 'people', 'protest', 'contamination', 'coronavirusliar']"
232,4/16/20 23:34,Dow futures surge amid report Gilead drug showing effectiveness treating virus from @CNBC,"['future', 'report', 'drug', 'effectiveness', 'treat', 'virus']"
233,4/16/20 23:34,A caguamita a day keeps the coronavirus away,['day']
234,4/16/20 23:59,"NYPD reports 1,450 members returned to work after testing positive for #coronavirus https://bit.ly/2VBxHKZ","['report', 'member', 'return', 'work', 'test']"
235,4/16/20 23:58,Coronavirus said siiiike you thought,[]
236,4/16/20 23:58,Coronavirus risk: 90% of patients had underlying conditions,"['risk', 'condition']"
237,4/16/20 23:55,“Overcoming Coronavirus Fear” This Sunday 9:00am | Facebook Live + YouTube.,"['overcoming', 'fear']"
238,4/16/20 23:54,The @GOP does not care if you die. Imagine being so callous over people.,"['care', 'people']"
239,4/16/20 23:51,"Well Bill, if you and your colleagues didn't insist on giving large corporations $500B, there would be that money for them now. Tell them that. Turns out the money you gave United didn't work like you said because they're laying off 58K employees,","['money', 'money', 'work', 'employee']"
240,4/16/20 23:50,Told a joke about Coronavirus last month and nobody got it. Now everyone's got it.,"['joke', 'month']"
241,4/16/20 23:49,This pup isn’t fazed by coronavirus,[]
242,4/16/20 23:49,"Doctors, Nurses & Medical Staff All of a sudden getting Praised for taking care of Coronavirus patients and Saving lives And they’re like what do you think we were doing before Covid-19? #coronavirus #lifestyle","['doctor', 'nurses', 'staff', 'praise', 'care']"
243,4/16/20 23:48,"Today pretty much sucked. And the 4yo and I really hate the coronavirus. So we made the virus and stomped it, then threw it in the fire. Also, as he was stomping on them, he yelled, “don’t hurt my grandma and grandpa.” pic.twitter.com/ic2XX4Q7Xx","['today', 'virus', 'fire']"
244,4/16/20 23:46,"China on Thursday came under mounting pressure over the coronavirus pandemic from Western powers led by the United States, which said it was probing whether the virus that has infected more than 2.1 million people actually originated in a Wuhan laboratory http://u.afp.com/3GV6","['pressure', 'power', 'states', 'virus', 'people']"
245,4/15/20 23:59,Everyone more concerned about coronavirus than me is a fearful panicmonger. Those less concerned about coronavirus than me are either ignoramuses or murderous monsters. Only those who completely agree with me have correctly balanced the public health and economic implications.,"['panicmonger', 'monster', 'balance', 'health', 'implication']"
246,4/15/20 23:58,"Tax giveaways to real estate investors and hedge fund managers had no business in must-pass coronavirus bill, but Republicans slipped them in anyway. Priorities. ","['tax', 'investor', 'manager', 'business', 'priority']"
247,4/15/20 23:58,"We delivered one of our temporary medical pods to @Phoebe_Putney North in Albany today. Once installation is complete, it will provide 20 hospital beds for #COVID19 patients. We’re increasing hospital bed capacity statewide in our fight against the spread of coronavirus. #gapol","['today', 'installation', 'hospital', 'bed', 'increase', 'hospital', 'bed', 'capacity']"
248,4/15/20 23:55,And Nancy Pelosi wants to send Iran millions to help them fight the coronavirus. The irony.,['help']
249,4/15/20 23:54,"Democrats have ignored Black Americans need for reparations, and they have done nothing to help us during #COVID19 ...Yet they just gave undocumented immigrants tangibles Gavin Newsom announces coronavirus cash payments to illegal immigrants - ","['reparation', 'help', 'immigrant', 'cash', 'payment', 'immigrant']"
250,4/15/20 23:52,"Yes Karen, you can get Coronavirus from giving blowjobs.",[]
251,4/15/20 23:51,"Coronavirus has disrupted our lives, but if you’re staying home, you’re helping. This hasn’t been easy, but it’s working. Stay strong, Utah. ","['life', 'home', 'help', 'work']"
252,4/15/20 23:51,"NEW In the mad scramble for N95s, the Trump admin is buying masks for nearly 8 times the standard price, including a $55 million deal with “Panthera Worldwide,” which doesn’t sell medical supplies. SCOOP w/ ⁦@isaacstanbecker⁩ ⁦@desmondbutler⁩","['time', 'price', 'deal', 'supply']"
253,4/15/20 23:51,South Dakota's Republican Governor Kristi Noem refuses to order lockdown Good for her! A very brave woman in a sea of leadership COWARDS throughout the USA. 2.5 million people die every year in USA. She sees through this #PoliceState/#NWO agenda.,"['order', 'lockdown', 'woman', 'sea', 'leadership', 'cowards', 'people', 'year', 'agenda']"
254,4/15/20 23:51,#BREAKING:Turns out @foxnews lawyers have filed a motion to DISMISS the #COVID19 lawsuit against them arguing that #FoxNews has a 1st amend. right to publish FALSE &amp; OUTRAGEOUS covid 19 news. SERIOUSLY? #TheResistance #CNN #WednesdayThoughts #FBRParty,"['lawyer', 'file', 'motion', 'news', 'theresistance', 'wednesdaythoughts']"
255,4/15/20 23:50,I’m old enough to remember when posting this would get you deplatformed.,[]
256,4/15/20 23:46,".@BretBaier: “COVID-19 originated in a Wuhan laboratory not as a bioweapon, but as part of China's effort to demonstrate that its efforts to identify and combat viruses are equal to or greater than the capabilities of the United States” https://www.foxnews.com/politics/coronavirus-wuhan-lab-china-compete-us-sources","['part', 'combat', 'virus', 'capability', 'states']"
257,4/15/20 23:45,"The FDA says that some companies are touting their coronavirus antibody tests as “FDA-approved” or “FDA-authorized,” when in reality, very few are. We found a company that is falsely claiming that its $450 antibody test is “FDA certified.” https://www.buzzfeednews.com/article/stephaniemlee/coronavirus-antibody-tests-fda","['company', 'antibody', 'test', 'reality', 'company', 'claim', 'antibody', 'test']"
258,4/15/20 23:42,Busted! Associated Press caught with claim that '2 million' died of coronavirus,"['press', 'claim']"
259,4/15/20 23:39,WHO covered it up? WHO spread the Chinese propaganda? WHO will be held responsible? #StopCOVIDAct https://www.foxnews.com/politics/coronavirus-wuhan-lab-china-compete-us-sources,"['cover', 'propaganda']"
260,4/15/20 23:38,China is a pariah state. https://www.foxnews.com/politics/coronavirus-wuhan-lab-china-compete-us-sources,['state']
261,4/15/20 23:37,"California will give $500 to ~150,000 undocumented adult immigrants during the #coronavirus pandemic. Around 11 million undocumented immigrants nationwide are ineligible to receive aid from the U.S. govt’s stimulus package, despite paying billions in taxes every year. ","['adult', 'immigrant', 'immigrant', 'aid', 'package', 'taxis', 'year']"
262,4/15/20 23:37," @realDonaldTrump yet again thinks he’s a DICTATOR and claims he has the right to overcome state governors’ decisions on #PhysicalDistancing: ""We have the right to do whatever we want."" WRONG. #DictatorTrump #TrumpMeltdown #coronavirus #COVID19","['dictator', 'claim', 'state', 'decision']"
263,4/15/20 23:35,"Dylan Finlay went for a run on Tuesday, but when he made his usual stop to do chin-ups, a bylaw officer got in the way.","['bylaw', 'officer', 'way']"
264,4/15/20 23:34,"If the CoronaVirus originated in a Wuhan lab and China covered it up, they deserve IMMENSE RETALIATION! This would be the most costly cover up in world history and it's not even close! CHINA LIED AND PEOPLE ARE DYING! RT if you believe China should pay and BIG!","['lab', 'cover', 'cover', 'world', 'history', 'people']"
265,4/15/20 23:58,"I’m ignoring the #TrumpPressConf because it doesn’t feed the hungry, get help to small businesses, especially the little mom and pop shops. It doesn’t recognize the rent is too high &amp; mortgage isndue. Emergency relief check too little &amp; late. #Coronavirus","['feed', 'help', 'business', 'mom', 'pop', 'shop', 'rent', 'mortgage', 'emergency', 'relief']"
266,4/15/20 23:56,Sources linked here:,['source']
267,4/15/20 23:52,Shraddha Kapoor Contributes To Help Feed Stray Animals During Coronavirus Lockdown https://teennews.in/shraddha-kapoor-contributes-to-help-feed-stray-animals-during-coronavirus-lockdown-2/,"['help', 'feed', 'animals', 'lockdown']"
268,4/15/20 23:52,a random guy on reddit said it so it must be true,[]
269,4/15/20 23:48,Making progress,['progress']
270,4/15/20 23:45,A real question arises about spare capacity available in the NHS whilst people are dying at home & in care homes (+ being made to sign DNRs). A friend told me that 111 had told his friend to stay at home - the man (46) died of a heart-attack.,"['question', 'capacity', 'people', 'home', 'care', 'home', 'sign', 'friend', 'friend', 'home', 'man', 'heart', 'attack']"
271,4/15/20 23:45,Arkham Asylum Releases All Inmates Amid Coronavirus Fears,"['release', 'fear']"
272,4/15/20 23:45,"What the hell kind of nasty, dirty, germ multiplying, virus spreading operation were you running in South Dakota? #TakeoutDay","['multiplying', 'virus', 'operation']"
273,4/15/20 23:45,"NEW: There’s huge demand to identify who might be immune to the coronavirus, which has led to tons of antibody tests (95+) flooding the market right now. But almost none of them have been verified for accuracy by the FDA. New, with @dvergano: https://www.buzzfeednews.com/article/stephaniemlee/coronavirus-antibody-tests-fda","['demand', 'ton', 'antibody', 'test', 'flood', 'market', 'none', 'accuracy']"
274,4/15/20 23:43,"Coronavirus killed my grandfather, I lost my job, I’m not sure when I’ll see my girlfriend again and worst of all: people are still trying to do stand up comedy on zoom","['grandfather', 'job', 'girlfriend', 'people', 'comedy']"
275,4/15/20 23:42,"Cruise canceled due to a travel ban, learn your rights. Check out our free Coronavirus Legal Resource Center: https://bit.ly/2XD7heC #LegalShield #coronavirus ","['cruise', 'travel', 'resource']"
276,4/15/20 23:41,"It's nice to see @FoxNews finally get the (permission to publish the) ""scoop"" that @realDonaldTrump admin has been investigating a Wuhan Lab as the origin of COVID-19, and by scoop, we mean a story that we've been publishing since February 1st.","['permission', 'lab', 'story']"
277,4/15/20 23:41,Trump Threatens Constitutional Crisis During Coronavirus Pandemic,['crisis']
278,4/15/20 23:40,MAN THAT DIED TWICE OF CORONA VIRUS ?????????,"['man', 'virus']"
279,4/15/20 23:38,One Piece Anime Hiatus Confirmed! The prerecording for the upcoming episodes postponed due to COVID-19 Coronavirus Pandemic. #OnePiece,['piece']
280,4/15/20 23:38,Fighting The Coronavirus At Gravity Fitness And Tennis,"['gravity', 'fitness']"
281,4/15/20 23:37,What Do Countries With The Best Coronavirus Responses Have In Common? Women Leaders,"['country', 'response', 'woman', 'leader']"
282,4/15/20 23:35,"@dan_isaacs and I wrote a short note about this ""Covid-19 detector"" for the BBC News coronavirus live page today ","['news', 'page', 'today']"
283,4/15/20 23:33,A guy on CNN who is participating in phase 1 of a Coronavirus vaccine trial said this phase will last 14 months. How does that jibe with the claim that we could have a vaccine next spring?,"['phase', 'vaccine', 'trial', 'phase', 'month', 'claim', 'vaccine', 'spring']"
284,4/15/20 23:33,The coronavirus originated from a virology lab in Wuhan. We are living in a cyberpunk novel.,['lab']
285,4/15/20 23:57,????????? make it make sense #coronavirus,['sense']
286,4/15/20 23:52,"Sen. Murphy joins #CCP to blame Trump for spreading pandemic to US: ""The reason that we’re in the crisis that we are today is not because of anything that China did. It’s not because of anything that the WHO did. It’s because of what this president did.""","['blame', 'reason', 'crisis', 'today']"
287,4/15/20 23:51,Think about where our annual flu season originates in Wuhan? I The Peoples Liberation Army has been releasing virus for years or decades. The Chinese govt needs to feel the pain that the rest of the world feels. Kick them out of the WTO! https://fxn.ws/2VwOEGz #FoxNews,"['flu', 'season', 'peoples', 'release', 'virus', 'year', 'decade', 'pain', 'rest', 'world', 'https://fxn.ws/2vwoegz']"
288,4/15/20 23:50,⁦⁦@barrysoper⁩ on Covid 19 Ardern has to reveal new level details - but our leaders went too far - NZ Herald. I am an intensive care doctor. I understand and respect expertise and am grateful that our leadership does the same.,"['level', 'detail', 'leader', 'care', 'doctor', 'respect', 'expertise', 'leadership']"
289,4/15/20 23:48,Breaking #FoxNews Alert : EXCLUSIVE: Sources believe coronavirus originated in Wuhan lab as part of China's efforts to compete,"['source', 'lab', 'part']"
290,4/15/20 23:46,Update: she is now being hit by coronavirus a different way,"['update', 'way']"
291,4/15/20 23:45,I don’t know why it’s so hard for people to understand that non-N95 masks don’t stop YOU from getting coronavirus. They stop OTHER PEOPLE from getting it.,"['people', 'people']"
292,4/15/20 23:44,Coronavirus: False claims by politicians debunked,['claim']
293,4/15/20 23:43,Nursing home doctor says he successfully treated 39 coronavirus patients with hydroxychloroquine,"['nursing', 'home', 'doctor', 'treat']"
294,4/15/20 23:43,"The greatest inequality in the coronavirus shutdown is this: private vs. public sector jobs. In my state, construction, entertainment, restaurants, and accommodation are already at 25%+ unemployment. Meanwhile, there are virtually zero job losses in the government sector. ","['inequality', 'sector', 'job', 'state', 'construction', 'entertainment', 'restaurant', 'accommodation', 'unemployment', 'job', 'loss', 'government', 'sector']"
295,4/14/20 23:59,"I am not asking this question maliciously, sarcastically, or with ill-intent. Why is @billgates getting so much speaking time / coverage / authority / deference on the coronavirus problem and proposed solutions? #Coronavirus #COVID19","['question', 'time', 'deference', 'problem', 'solution']"
296,4/14/20 23:56,Watch Trump threaten to leave a coronavirus press conference because he doesn’t want to answer questions about the coronavirus,"['press', 'conference', 'answer', 'question']"
297,4/14/20 23:55,"Just so I can keep track, is the Republican stance that life begins at conception and ends at coronavirus infection? ","['track', 'stance', 'life', 'conception', 'end', 'infection']"
298,4/14/20 23:54,Put women in charge.,"['woman', 'charge']"
299,4/14/20 23:54,"1/ THREAD: After Trump repeatedly points at a journalist saying, ""Quiet! Quiet! Quiet!"", he turns his head to his left. We can see the highly characteristic horizontally-oriented (almost disappearing) thin lips of anger. #BodyLanguage #BodyLanguageExpert #Coronavirus #COVID19","['point', 'journalist', 'head', 'lip', 'anger', 'bodylanguage']"
300,4/14/20 23:51,"Today April 14 the WH Coronavirus Briefing was held without the participation of medical experts (Dr Birx &amp; Dr Fauci were seated in the crowd, but they didn’t utter a word). It was a Trump political rally. Coronavirus Briefing??? @POTUS @SpeakerPelosi ITS INSULTING THE PEOPLE","['today', 'briefing', 'participation', 'expert', 'seat', 'word', 'briefing', 'people']"
301,4/14/20 23:51,Let’s be clear - the biggest cheerleader for China’s Coronavirus response was not the WHO. It was Donald Trump. His efforts to blame the WHO is a grade school caliber attempt to deflect attention from his China fawning and his ongoing negligence since.,"['response', 'blame', 'grade', 'school', 'deflect', 'attention']"
302,4/14/20 23:51,Where Canada's coronavirus response wasn't good enough,['response']
303,4/14/20 23:49,.@realDonaldTrump walks back into the Oval Office following the daily Coronavirus briefing in the Rose Garden of the White House.,"['office', 'briefing', 'garden']"
304,4/14/20 23:49,Scientists deciphering Cartis new lyrics to find a cure for the coronavirus,"['scientist', 'lyric']"
305,4/14/20 23:49,"An Indiana congressman said that letting more Americans die from the novel coronavirus is the ""lesser of two evils"" compared with the economy cratering due to social distancing measures ","['economy', 'measure']"
306,4/14/20 23:43,"""Prayer is not enough."" The Dalai Lama on why we need to fight coronavirus with compassion ","['prayer', 'compassion']"
307,4/14/20 23:43,"All the more reason your network should actually air them, so the American people can be informed directly from the coronavirus task force, instead of you and your cohorts complaining about the President. ","['reason', 'network', 'air', 'people', 'task', 'force', 'cohort']"
308,4/14/20 23:43,Vaguely terrifying: A group of 400 homeless people in Boston were tested for coronavirus. One-third of them tested positive — despite all of them being asymptomatic.,"['group', 'people', 'test', 'test']"
309,4/14/20 23:42,"PSA: it doesn’t matter how much money daddy has, you can still get coronavirus. ","['money', 'daddy']"
310,4/14/20 23:42,"These revised counts include victims that have not been tested for coronavirus but are presumed. I don’t think this is very scientific or reliable. N.Y.C. Death Toll Soars Past 10,000 in Revised Virus Count - The New York Times ","['revise', 'victim', 'test', 'death', 'toll', 'revise', 'virus', 'times']"
311,4/14/20 23:40,"STIMULUS CHECK UPDATE: #Coronavirus stimulus relief checks won't have to be repaid, feds say ","['update', 'relief']"
312,4/14/20 23:40,President Trump's decision to withdraw funding from the WHO follows a pattern of skepticism of world organizations that began well before the coronavirus pandemic.,"['decision', 'pattern', 'skepticism', 'world']"
313,4/14/20 23:39,Cells having a hard time social distancing during the coronavirus outbreak,"['cell', 'time']"
314,4/14/20 23:39,We must count the deaths from shutdowns as well as from coronavirus https://trib.al/GW8VyrG,['death']
315,4/14/20 23:59,"Trump calls for ending World Health Org funding over ""mismanagement."" Well House Dems should halt funding of the trump admin while a review is conducted to assess Trump's role ""in severely mismanaging and covering up the spread of the coronavirus.” #TrumpPressConf","['call', 'end', 'world', 'health', 'mismanagement', 'halt', 'funding', 'conduct', 'role', 'mismanage', 'cover']"
316,4/14/20 23:58,"India is emerging as the world leader in great response to coronavirus. You may think that this will make others more pro-India, but it is generating more anti-India hate from the elites of Anglo media. They are so desperate to tarnish and bring down India.","['world', 'leader', 'response', 'generate']"
317,4/14/20 23:58,Forget the coronavirus. MSN has the REAL news. pic.twitter.com/4bHIRuQqLL,['news']
318,4/14/20 23:58,I gotchu on candid camera!,"['gotchu', 'camera']"
319,4/14/20 23:55,The Battle against the #MSM &amp; #Coronavirus continues... It is a BATTLE we WILL win! http://SebGorka.com,"['battle', 'battle']"
320,4/14/20 23:54,Who’s gonna tell ha half of them are the same people on multiple channels,"['half', 'people']"
321,4/14/20 23:53,U.S. Coronavirus deaths/day,"['death', 'day']"
322,4/14/20 23:51,Television mogul Oprah Winfrey is addressing how coronavirus is having a disproportionate impact on black Americans in an installment of her “Oprah Talks COVID-19” web series.,"['television', 'address', 'impact', 'installment', 'talks', 'web']"
323,4/14/20 23:49,Coronavirus + Piggy =,[]
324,4/14/20 23:49,Let's not forget humanity! come! Let's take the hand of our deserving and needy sisters and brothers and not let them sleep with a hungry stomach in this difficult day. Let's not let anyone hurt. We see that the coronavirus catches everyone equally. .,"['humanity', 'hand', 'brother', 'stomach', 'day']"
325,4/14/20 23:46,"Here in Michigan, it's just as bad or worse... These people are seriously power-hungry.","['people', 'power']"
326,4/14/20 23:46,"The 23 state attorneys general are right: the @CFPB “should get back to doing its job” and protecting consumers, not exploiting this crisis to gut credit reporting protections and fair lending laws.","['state', 'attorney', 'job', 'consumer', 'crisis', 'credit', 'protection', 'lending', 'law']"
327,4/14/20 23:44,27 migrant children in US custody test positive,"['migrant', 'child', 'custody', 'test']"
328,4/14/20 23:44,Jotaro aint playing about coronavirus,[]
329,4/14/20 23:43,Coronavirus is afraid of me,[]
330,4/14/20 23:41,Our front line workers are in a war zone with the wrong kit. • 21 Transport workers • 4 Prison Officers • 50 NHS workers Have died of Coronavirus. Time &amp; time again their families protest they were not given protective clothing. This is a crime of negligence,"['line', 'worker', 'war', 'kit', 'transport', 'worker', 'prison', 'officers', 'worker', 'time', 'time', 'family', 'protest', 'clothing', 'crime']"
331,4/14/20 23:40,"if you're mad about the $400M we give the WHO, wait until you find out about the $90 BILLION tax break for millionaires that Rs tucked into the coronavirus bill ","['tax', 'millionaire']"
332,4/14/20 23:37,"430,000 People Have Traveled From China to U.S. Since #Coronavirus Surfaced ","['people', 'travel']"
333,4/14/20 23:37,"Reuters: France’s foreign minister summoned the Chinese envoy on Tuesday after the embassy published a second article on its website criticizing Western handling of the coronavirus crisis, which in part suggested Western countries left pensioners to die in nursing homes","['envoy', 'embassy', 'website', 'criticize', 'crisis', 'part', 'country', 'pensioner', 'nursing', 'home']"
334,4/14/20 23:36,You ruined 2020 so fuck you Coronavirus pic.twitter.com/wz6QCPdXgi,[]
335,4/14/20 23:59,YNW Melly denied prison release after getting diagnosed with coronavirus pic.twitter.com/umvu8DdDGo,"['prison', 'release']"
336,4/14/20 23:59,"In the middle of a global pandemic, people deserve the truth. Trump's actions and lies over the last few months have put lives on the line, and it’s time to call them out.","['people', 'truth', 'action', 'month', 'life', 'line', 'time', 'call']"
337,4/14/20 23:58,A MESSAGE TO THE CORONA VIRUS!,"['message', 'virus']"
338,4/14/20 23:54,You'd be able to stop me if the WHO was slightly better funded.,[]
339,4/14/20 23:53,"“The fabric we were going to use for people who died is now going to be used for people, hopefully, to live.” ","['use', 'people', 'use', 'people']"
